Date,url,code,Company,Description
2016/09/11,bloomberg.com,Bloomberg ,Bloomberg ,"Bloomberg technology helps drive some of the world’s most important financial decisions.  We provide transparency to the global markets through our software. Our 2,000 programmers work directly with their business counterparts to define, architect, build, and deploycomplete systems that anticipate and fulfill our client needs.  We build things that matter and solve large-scalecomplex problems.  When your code provides real-time market data, nanoseconds matter. "
2017/03/11,bloomberg.com,Bloomberg ,Bloomberg ,"Bloomberg technology helps drive some of the world’s most important financial decisions.  We provide transparency to the global markets through our software. Our 2,000 programmers work directly with their business counterparts to define, architect, build, and deploycomplete systems that anticipate and fulfill our client needs.  We build things that matter and solve large-scalecomplex problems.  When your code provides real-time market data, nanoseconds matter. "
2017/11/14,bloomberg.com,Bloomberg ,Bloomberg ,"Bloomberg technology helps drive some of the world’s most important financial decisions.  We provide transparency to the global markets through our software. Our 2,000 programmers work directly with their business counterparts to define, architect, build, and deploycomplete systems that anticipate and fulfill our client needs.  We build things that matter and solve large-scalecomplex problems.  When your code provides real-time market data, nanoseconds matter. "
2018/02/11,bloomberg.com,Bloomberg ,Bloomberg ,"Bloomberg technology helps drive some of the world’s most important financial decisions.  We provide transparency to the global markets through our software. Our 2,000 programmers work directly with their business counterparts to define, architect, build, and deploycomplete systems that anticipate and fulfill our client needs.  We build things that matter and solve large-scalecomplex problems.  When your code provides real-time market data, nanoseconds matter. "
2018/09/11,bloomberg.com,Bloomberg ,Bloomberg ,"Bloomberg technology helps drive some of the world’s most important financial decisions.  We provide transparency to the global markets through our software. Our 2,000 programmers work directly with their business counterparts to define, architect, build, and deploycomplete systems that anticipate and fulfill our client needs.  We build things that matter and solve large-scalecomplex problems.  When your code provides real-time market data, nanoseconds matter. "
2019/07/16,bloomberg.com,Bloomberg ,Bloomberg ,"Bloomberg technology helps drive some of the world’s most important financial decisions.  We provide transparency to the global markets through our software. Our 2,000 programmers work directly with their business counterparts to define, architect, build, and deploycomplete systems that anticipate and fulfill our client needs.  We build things that matter and solve large-scalecomplex problems.  When your code provides real-time market data, nanoseconds matter. "
2019/11/12,bloomberg.com,Bloomberg ,Bloomberg ,"Bloomberg technology helps drive some of the world’s most important financial decisions.  We provide transparency to the global markets through our software. Our 2,000 programmers work directly with their business counterparts to define, architect, build, and deploycomplete systems that anticipate and fulfill our client needs.  We build things that matter and solve large-scalecomplex problems.  When your code provides real-time market data, nanoseconds matter. "
2020/10/13,bloomberg.com,Bloomberg ,Bloomberg ,"Bloomberg technology helps drive some of the world’s most important financial decisions.  We provide transparency to the global markets through our software. Our 2,000 programmers work directly with their business counterparts to define, architect, build, and deploycomplete systems that anticipate and fulfill our client needs.  We build things that matter and solve large-scalecomplex problems.  When your code provides real-time market data, nanoseconds matter. "
2020/10/29,bloomberg.com,Bloomberg ,Bloomberg ,"Bloomberg technology helps drive some of the world’s most important financial decisions.  We provide transparency to the global markets through our software. Our 2,000 programmers work directly with their business counterparts to define, architect, build, and deploycomplete systems that anticipate and fulfill our client needs.  We build things that matter and solve large-scalecomplex problems.  When your code provides real-time market data, nanoseconds matter. "
2017/03/11,bluegogo.com,Bluegogo  ,Bluegogo  ,"Bluegogo is a world leading smart dock-less bike sharing platform started in 2016 in China and first-ever launched in US in January 2017.  With its global vision, Bluegogo aims at bringing smart mobility solutions to cities and universities and building a community of healthy and low carbonation life-style.  Nothing Holds You Back.  Just Ride!"
2017/11/14,bluegogo.com,Bluegogo  ,Bluegogo  ,"Bluegogo is a world leading smart dock-less bike sharing platform started in 2016 in China and first-ever launched in US in January 2017.  With its global vision, Bluegogo aims at bringing smart mobility solutions to cities and universities and building a community of healthy and low carbonation life-style.  Nothing Holds You Back.  Just Ride!"
2013/05/09,bluekai.com,BlueKai  ,BlueKai  ,"If you like data, this is the place to work! BlueKai is the world's leading data activation system for intelligent marketers. We provide the only enterprise SaaS solution that allows marketers to organize, monetize, customize, share and activate their 1st and 3rd party data for use in all aspects of their marketing and customer interactions.  Unlike the competition, we don't sell ads or some blackbox algorithm - we're far more interesting than that.  If you work at BlueKai, you work at the intersection of Big Data and Marketing in a technology company that is poised to have impact and shape the business for many years to come!  We created the category of data-driven digital marketing and our products are the benchmark by which all the competition are judged - and your work could be the basis for that comparison!!  Join our team and help us influence over 2 billion transactions a day and the more than 80% of the internet that we currently reach and inform with data. "
2014/07/17,bluekai.com,BlueKai  ,BlueKai  ,"If you like data, this is the place to work! BlueKai is the world's leading data activation system for intelligent marketers. We provide the only enterprise SaaS solution that allows marketers to organize, monetize, customize, share and activate their 1st and 3rd party data for use in all aspects of their marketing and customer interactions.  Unlike the competition, we don't sell ads or some blackbox algorithm - we're far more interesting than that.  If you work at BlueKai, you work at the intersection of Big Data and Marketing in a technology company that is poised to have impact and shape the business for many years to come!  We created the category of data-driven digital marketing and our products are the benchmark by which all the competition are judged - and your work could be the basis for that comparison!!  Join our team and help us influence over 2 billion transactions a day and the more than 80% of the internet that we currently reach and inform with data. "
2011/10/05,bmc.com,BMC,BMC,"Business Runs on IT.  IT Runs on BMC Software. Business thrives when IT runs smarter, faster and stronger.  That’s why the most demanding IT organizations in the world rely on BMC Software across distributed, mainframe, virtual and cloud environments.  Recognized as the leader in Business Service Management, BMC offers a comprehensive approach and unified platform that helps IT organizations cut cost, reduce risk and drive business profit.  For the four fiscal quarters ended June 30, 2011, BMC revenue was approximately $2. 1 billion. "
2012/02/29,bmc.com,BMC,BMC,"Business Runs on IT.  IT Runs on BMC Software. Business thrives when IT runs smarter, faster and stronger.  That’s why the most demanding IT organizations in the world rely on BMC Software across distributed, mainframe, virtual and cloud environments.  Recognized as the leader in Business Service Management, BMC offers a comprehensive approach and unified platform that helps IT organizations cut cost, reduce risk and drive business profit.  For the four fiscal quarters ended June 30, 2011, BMC revenue was approximately $2. 1 billion. "
2012/06/26,bmc.com,BMC,BMC,"Business Runs on IT.  IT Runs on BMC Software. Business thrives when IT runs smarter, faster and stronger.  That’s why the most demanding IT organizations in the world rely on BMC Software across distributed, mainframe, virtual and cloud environments.  Recognized as the leader in Business Service Management, BMC offers a comprehensive approach and unified platform that helps IT organizations cut cost, reduce risk and drive business profit.  For the four fiscal quarters ended June 30, 2011, BMC revenue was approximately $2. 1 billion. "
2011/10/05,box.com,Box,Box,"Box (www. box. net), named Inc.  Magazine's No.  3 Breakout Company of 2010, is the leading way for individuals, small businesses, and enterprises to share, collaborate, and store content online.  Box currently has more than 5 million users, 60 thousand businesses clients, serves over 1 million files every day, and has more than 1,000 developers using its APIs.  Additionally,  Box ranked #4 on the San Francisco Business Times list of Fastest Growing Private Companies, and #2 Best Place to Work within Mid-Sized Companies of the Bay Area by the Silicon Valley / San Jose Business Journal.  We’re still privately held and have raised $77. 5 million in funding from Andreessen-Horowitz, Emergence Capital, Meritech, Draper Fisher Jurvetson, US Venture Partners, and Scale Venture Partners. "
2012/02/29,box.com,Box,Box,"Box (www. box. net), named Inc.  Magazine's No.  3 Breakout Company of 2010, is the leading way for individuals, small businesses, and enterprises to share, collaborate, and store content online.  Box currently has more than 5 million users, 60 thousand businesses clients, serves over 1 million files every day, and has more than 1,000 developers using its APIs.  Additionally,  Box ranked #4 on the San Francisco Business Times list of Fastest Growing Private Companies, and #2 Best Place to Work within Mid-Sized Companies of the Bay Area by the Silicon Valley / San Jose Business Journal.  We’re still privately held and have raised $77. 5 million in funding from Andreessen-Horowitz, Emergence Capital, Meritech, Draper Fisher Jurvetson, US Venture Partners, and Scale Venture Partners. "
2012/06/26,box.com,Box,Box,"Box (www. box. net), named Inc.  Magazine's No.  3 Breakout Company of 2010, is the leading way for individuals, small businesses, and enterprises to share, collaborate, and store content online.  Box currently has more than 5 million users, 60 thousand businesses clients, serves over 1 million files every day, and has more than 1,000 developers using its APIs.  Additionally,  Box ranked #4 on the San Francisco Business Times list of Fastest Growing Private Companies, and #2 Best Place to Work within Mid-Sized Companies of the Bay Area by the Silicon Valley / San Jose Business Journal.  We’re still privately held and have raised $77. 5 million in funding from Andreessen-Horowitz, Emergence Capital, Meritech, Draper Fisher Jurvetson, US Venture Partners, and Scale Venture Partners. "
2013/05/09,box.com,Box,Box,"Box (www. box. net), named Inc.  Magazine's No.  3 Breakout Company of 2010, is the leading way for individuals, small businesses, and enterprises to share, collaborate, and store content online.  Box currently has more than 5 million users, 60 thousand businesses clients, serves over 1 million files every day, and has more than 1,000 developers using its APIs.  Additionally,  Box ranked #4 on the San Francisco Business Times list of Fastest Growing Private Companies, and #2 Best Place to Work within Mid-Sized Companies of the Bay Area by the Silicon Valley / San Jose Business Journal.  We’re still privately held and have raised $77. 5 million in funding from Andreessen-Horowitz, Emergence Capital, Meritech, Draper Fisher Jurvetson, US Venture Partners, and Scale Venture Partners. "
2014/07/17,box.com,Box,Box,"Box (www. box. net), named Inc.  Magazine's No.  3 Breakout Company of 2010, is the leading way for individuals, small businesses, and enterprises to share, collaborate, and store content online.  Box currently has more than 5 million users, 60 thousand businesses clients, serves over 1 million files every day, and has more than 1,000 developers using its APIs.  Additionally,  Box ranked #4 on the San Francisco Business Times list of Fastest Growing Private Companies, and #2 Best Place to Work within Mid-Sized Companies of the Bay Area by the Silicon Valley / San Jose Business Journal.  We’re still privately held and have raised $77. 5 million in funding from Andreessen-Horowitz, Emergence Capital, Meritech, Draper Fisher Jurvetson, US Venture Partners, and Scale Venture Partners. "
2016/09/11,box.com,Box,Box,"Founded in 2005, Box (NYSE:BOX) is transforming the way people and organizations work so they can achieve their greatest ambitions.  As a leading enterprise content management platform, Box helps more than 62,000 businesses, including General Electric, KKR & Co. , P&G and The GAP securely access and manage their critical information in the cloud.  Box is headquartered in Redwood City, CA, with offices across the United States, Europe and Asia.  To learn more about Box, visitwww. box. com. "
2017/03/11,box.com,Box,Box,"Founded in 2005, Box (NYSE:BOX) is transforming the way people and organizations work so they can achieve their greatest ambitions.  As a leading enterprise content management platform, Box helps more than 62,000 businesses, including General Electric, KKR & Co. , P&G and The GAP securely access and manage their critical information in the cloud.  Box is headquartered in Redwood City, CA, with offices across the United States, Europe and Asia.  To learn more about Box, visitwww. box. com. "
2013/05/09,brightroll.com,BrightRoll   ,BrightRoll   ,"Led by a team of Internet advertising veterans and engineers, BrightRoll has served billions of advertisements since we started.  We achieved this growth by enabling agencies and brand advertisers to execute smart video ad campaigns across the industry’s leading publishers, including over three-quarters of the top 250 websites in the United States. Three-quarters of the top 50 advertising agencies work with BrightRoll to execute campaigns for their premier brands.  By offering full site disclosure, detailed performance reports and flexible targeting, we provide advertisers with the reach, frequency, scalability, and transparency needed to achieve their goals. Hundreds of branded publishers work with BrightRoll to maximize the value of their online inventory.  We are fortunate to work with many of the Internet’s leading branded publishers, including multiple television properties, and most of the leading high-volume video sites. Headquartered in San Francisco, BrightRoll has offices across the United States with international operations in Canada, the United Kingdom and Germany. "
2014/07/17,brightroll.com,BrightRoll   ,BrightRoll   ,"Led by a team of Internet advertising veterans and engineers, BrightRoll has served billions of advertisements since we started.  We achieved this growth by enabling agencies and brand advertisers to execute smart video ad campaigns across the industry’s leading publishers, including over three-quarters of the top 250 websites in the United States. Three-quarters of the top 50 advertising agencies work with BrightRoll to execute campaigns for their premier brands.  By offering full site disclosure, detailed performance reports and flexible targeting, we provide advertisers with the reach, frequency, scalability, and transparency needed to achieve their goals. Hundreds of branded publishers work with BrightRoll to maximize the value of their online inventory.  We are fortunate to work with many of the Internet’s leading branded publishers, including multiple television properties, and most of the leading high-volume video sites. Headquartered in San Francisco, BrightRoll has offices across the United States with international operations in Canada, the United Kingdom and Germany. "
2013/05/09,broadcom.com,Broadcom  ,Broadcom  ,"Broadcom Corporation (NASDAQ: BRCM), a FORTUNE 500® company, is a global leader and innovator in semiconductor solutions for wired and wireless communications.  Broadcom® products seamlessly deliver voice, video, data and multimedia connectivity in the home, office and mobile environments.  Broadcom has three business groups summarized as Home (Broadband), Hand (Cellular and Wireless), and Infrastructure (Networking & Processors). "
2016/09/11,c3iot.com,C3,C3,"C3 IoT provides a full-stack IoT development platform (PaaS) that enables the rapid design, development, and deployment of even the largest-scale big data / IoT applications that leverage telemetry, elastic cloud computing, analytics, and machine learning to apply the power of predictive analytics to any business value chain.  C3 IoT also provides a family of turn-key SaaS IoT applications including predictive maintenance, fraud detection, sensor network health, supply chain optimization, investment planning, and customer engagement. "
2017/03/11,c3iot.com,C3,C3,"C3 IoT provides a full-stack IoT development platform (PaaS) that enables the rapid design, development, and deployment of even the largest-scale big data / IoT applications that leverage telemetry, elastic cloud computing, analytics, and machine learning to apply the power of predictive analytics to any business value chain.  C3 IoT also provides a family of turn-key SaaS IoT applications including predictive maintenance, fraud detection, sensor network health, supply chain optimization, investment planning, and customer engagement. "
2017/11/14,c3iot.com,C3,C3,"C3 IoT provides a full-stack IoT development platform (PaaS) that enables the rapid design, development, and deployment of even the largest-scale big data / IoT applications that leverage telemetry, elastic cloud computing, analytics, and machine learning to apply the power of predictive analytics to any business value chain.  C3 IoT also provides a family of turn-key SaaS IoT applications including predictive maintenance, fraud detection, sensor network health, supply chain optimization, investment planning, and customer engagement. "
2014/07/17,c3iot.com,C3,C3,"C3 Energy offers smart grid analytics SaaS solutions that enable utilities to realize the full promise of their investments in the smart grid.  The C3 Energy Analytics Platform is unique in its ability to integrate massive amounts of disparate data, apply sophisticated multi-layered analytics, and provide highly usable portals that generate actionable, real-time insights.  C3 Energy provides utilities with end-to-end system visibility across supply-side and demand sidesmart grid operations. C3 Energy Smart Grid Analytics SaaS Solutions enable utilities to cost-effectively manage their supply-side and demand-side services to improve the reliability, availability, and efficiency of power delivery. "
2015/02/17,c3iot.com,C3,C3,"C3 Energy offers smart grid analytics SaaS solutions that enable utilities to realize the full promise of their investments in the smart grid.  The C3 Energy Analytics Platform is unique in its ability to integrate massive amounts of disparate data, apply sophisticated multi-layered analytics, and provide highly usable portals that generate actionable, real-time insights.  C3 Energy provides utilities with end-to-end system visibility across supply-side and demand sidesmart grid operations. C3 Energy Smart Grid Analytics SaaS Solutions enable utilities to cost-effectively manage their supply-side and demand-side services to improve the reliability, availability, and efficiency of power delivery. "
2015/11/10,c3iot.com,C3,C3,"C3 Energy offers smart grid analytics SaaS solutions that enable utilities to realize the full promise of their investments in the smart grid.  The C3 Energy Analytics Platform is unique in its ability to integrate massive amounts of disparate data, apply sophisticated multi-layered analytics, and provide highly usable portals that generate actionable, real-time insights.  C3 Energy provides utilities with end-to-end system visibility across supply-side and demand sidesmart grid operations. C3 Energy Smart Grid Analytics SaaS Solutions enable utilities to cost-effectively manage their supply-side and demand-side services to improve the reliability, availability, and efficiency of power delivery. "
2016/03/17,c3iot.com,C3,C3,"C3 Energy offers smart grid analytics SaaS solutions that enable utilities to realize the full promise of their investments in the smart grid.  The C3 Energy Analytics Platform is unique in its ability to integrate massive amounts of disparate data, apply sophisticated multi-layered analytics, and provide highly usable portals that generate actionable, real-time insights.  C3 Energy provides utilities with end-to-end system visibility across supply-side and demand sidesmart grid operations. C3 Energy Smart Grid Analytics SaaS Solutions enable utilities to cost-effectively manage their supply-side and demand-side services to improve the reliability, availability, and efficiency of power delivery. "
2018/02/11,c3iot.com,C3,C3,"C3 IoT provides a full-stack IoT development platform (PaaS) that enables the rapid design, development, and deployment of even the largest-scale big data / IoT applications that leverage telemetry, elastic cloud computing, analytics, and machine learning to apply the power of predictive analytics to any business value chain.  C3 IoT also provides a family of turn-key SaaS IoT applications including predictive maintenance, fraud detection, sensor network health, supply chain optimization, investment planning, and customer engagement. "
2018/09/11,c3iot.com,C3,C3,"C3 IoT provides a full-stack IoT development platform (PaaS) that enables the rapid design, development, and deployment of even the largest-scale big data / IoT applications that leverage telemetry, elastic cloud computing, analytics, and machine learning to apply the power of predictive analytics to any business value chain.  C3 IoT also provides a family of turn-key SaaS IoT applications including predictive maintenance, fraud detection, sensor network health, supply chain optimization, investment planning, and customer engagement. "
2019/07/16,c3iot.com,C3,C3,"C3 IoT provides a full-stack IoT development platform (PaaS) that enables the rapid design, development, and deployment of even the largest-scale big data / IoT applications that leverage telemetry, elastic cloud computing, analytics, and machine learning to apply the power of predictive analytics to any business value chain.  C3 IoT also provides a family of turn-key SaaS IoT applications including predictive maintenance, fraud detection, sensor network health, supply chain optimization, investment planning, and customer engagement. "
2019/11/12,c3iot.com,C3,C3,"C3 IoT provides a full-stack IoT development platform (PaaS) that enables the rapid design, development, and deployment of even the largest-scale big data / IoT applications that leverage telemetry, elastic cloud computing, analytics, and machine learning to apply the power of predictive analytics to any business value chain.  C3 IoT also provides a family of turn-key SaaS IoT applications including predictive maintenance, fraud detection, sensor network health, supply chain optimization, investment planning, and customer engagement. "
2014/07/17,ca.com,CA Technologies,CA Technologies,CA Technologies helps companies simplify and solve their most challenging IT problems in order to accelerate innovation.  
2015/02/17,ca.com,CA Technologies,CA Technologies,CA Technologies helps companies simplify and solve their most challenging IT problems in order to accelerate innovation.  
2015/11/10,ca.com,CA Technologies,CA Technologies,CA Technologies helps companies simplify and solve their most challenging IT problems in order to accelerate innovation.  
2019/07/16,cadence.com,Cadence,Cadence,"We provide the software, hardware, and intellectual property to design advanced semiconductor chips that enable our customers to create revolutionary products and experiences. "
2019/11/12,cadence.com,Cadence,Cadence,"We provide the software, hardware, and intellectual property to design advanced semiconductor chips that enable our customers to create revolutionary products and experiences. "
2020/10/13,cadence.com,Cadence,Cadence,"We provide the software, hardware, and intellectual property to design advanced semiconductor chips that enable our customers to create revolutionary products and experiences. "
2020/10/29,cadence.com,Cadence,Cadence,"We provide the software, hardware, and intellectual property to design advanced semiconductor chips that enable our customers to create revolutionary products and experiences. "
2014/07/17,usa.canon.com,Canon,Canon,"Canon U. S. A. , Inc. , headquartered in Melville, New York, is a leading provider of consumer, business-to-business, and industrial digital imaging solutions.  Canon products include: Cameras and EF Lenses Binoculars Camcorders Printers &  Multifunction Scanners Network Video Solutions Projectors & Visualizers Broadcast Lenses Free Space Optics Digital Presses Large Format Printers Multifunction Printers/ Copiers Facsimile Machines and Printers Calculators Office Software Professional Services Semiconductor Equipment Encoder/ Optoelectronic Components DC Micro Motors Digital Radiography Systems Eyecare Systems With approximately $40 billion in global revenue, its parent company, Canon Inc.  (NYSE:CAJ), ranks third overall in U. S.  patents registered in 2013† and is one of Fortune Magazine’s World’s Most Admired Companies in 2013. † Based on weekly patent counts issued by United States Patent and Trademark Office. "
2015/02/17,usa.canon.com,Canon,Canon,"Canon U. S. A. , Inc. , headquartered in Melville, New York, is a leading provider of consumer, business-to-business, and industrial digital imaging solutions.  Canon products include: Cameras and EF Lenses Binoculars Camcorders Printers &  Multifunction Scanners Network Video Solutions Projectors & Visualizers Broadcast Lenses Free Space Optics Digital Presses Large Format Printers Multifunction Printers/ Copiers Facsimile Machines and Printers Calculators Office Software Professional Services Semiconductor Equipment Encoder/ Optoelectronic Components DC Micro Motors Digital Radiography Systems Eyecare Systems With approximately $40 billion in global revenue, its parent company, Canon Inc.  (NYSE:CAJ), ranks third overall in U. S.  patents registered in 2013† and is one of Fortune Magazine’s World’s Most Admired Companies in 2013. † Based on weekly patent counts issued by United States Patent and Trademark Office. "
2015/11/10,usa.canon.com,Canon,Canon,"Canon U. S. A. , Inc. , headquartered in Melville, New York, is a leading provider of consumer, business-to-business, and industrial digital imaging solutions.  Canon products include: Cameras and EF Lenses Binoculars Camcorders Printers &  Multifunction Scanners Network Video Solutions Projectors & Visualizers Broadcast Lenses Free Space Optics Digital Presses Large Format Printers Multifunction Printers/ Copiers Facsimile Machines and Printers Calculators Office Software Professional Services Semiconductor Equipment Encoder/ Optoelectronic Components DC Micro Motors Digital Radiography Systems Eyecare Systems With approximately $40 billion in global revenue, its parent company, Canon Inc.  (NYSE:CAJ), ranks third overall in U. S.  patents registered in 2013† and is one of Fortune Magazine’s World’s Most Admired Companies in 2013. † Based on weekly patent counts issued by United States Patent and Trademark Office. "
2016/03/17,usa.canon.com,Canon,Canon,"Canon U. S. A. , Inc. , headquartered in Melville, New York, is a leading provider of consumer, business-to-business, and industrial digital imaging solutions.  Canon products include: Cameras and EF Lenses Binoculars Camcorders Printers &  Multifunction Scanners Network Video Solutions Projectors & Visualizers Broadcast Lenses Free Space Optics Digital Presses Large Format Printers Multifunction Printers/ Copiers Facsimile Machines and Printers Calculators Office Software Professional Services Semiconductor Equipment Encoder/ Optoelectronic Components DC Micro Motors Digital Radiography Systems Eyecare Systems With approximately $40 billion in global revenue, its parent company, Canon Inc.  (NYSE:CAJ), ranks third overall in U. S.  patents registered in 2013† and is one of Fortune Magazine’s World’s Most Admired Companies in 2013. † Based on weekly patent counts issued by United States Patent and Trademark Office. "
2017/03/11,capitalone.com,Capital One,Capital One,"At Capital One, we’re building a leading information-based technology company.  Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking.  We measure our efforts by the success our customers enjoy and the advocacy they exhibit.  We are succeeding because they are succeeding. Guided by our shared values, we thrive in an environment where collaboration and openness are valued.  We believe that innovation is powered by perspective and that teamwork and respect for each other lead to superior results.  We elevate each other and obsess about doing the right thing.  Our associates serve with humility and a deep respect for their responsibility in helping our customers achieve their goals and realize their dreams.  Together, we are on a quest to change banking for good. "
2017/11/14,capitalone.com,Capital One,Capital One,"At Capital One, we’re building a leading information-based technology company.  Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking.  We measure our efforts by the success our customers enjoy and the advocacy they exhibit.  We are succeeding because they are succeeding. Guided by our shared values, we thrive in an environment where collaboration and openness are valued.  We believe that innovation is powered by perspective and that teamwork and respect for each other lead to superior results.  We elevate each other and obsess about doing the right thing.  Our associates serve with humility and a deep respect for their responsibility in helping our customers achieve their goals and realize their dreams.  Together, we are on a quest to change banking for good. "
2018/02/11,capitalone.com,Capital One,Capital One,"At Capital One, we’re building a leading information-based technology company.  Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking.  We measure our efforts by the success our customers enjoy and the advocacy they exhibit.  We are succeeding because they are succeeding. Guided by our shared values, we thrive in an environment where collaboration and openness are valued.  We believe that innovation is powered by perspective and that teamwork and respect for each other lead to superior results.  We elevate each other and obsess about doing the right thing.  Our associates serve with humility and a deep respect for their responsibility in helping our customers achieve their goals and realize their dreams.  Together, we are on a quest to change banking for good. "
2016/09/11,--3,CAS-BORNS Medical Robotics,CAS-BORNS Medical Robotics,"BORNS Medical Robotics Inc is a startup spun out of Chinese Academy of Science (CAS), mainly focusing on assistive robotics for medical applications.  BORNS is currently developing a suite of next generation surgical robotic technologies applicable to a broad range of out-patient surgeries, which aims to provide complete solution for future advanced medical automation. "
2017/03/11,--3,CAS-BORNS Medical Robotics,CAS-BORNS Medical Robotics,"BORNS Medical Robotics Inc is a startup spun out of Chinese Academy of Science (CAS), mainly focusing on assistive robotics for medical applications.  BORNS is currently developing a suite of next generation surgical robotic technologies applicable to a broad range of out-patient surgeries, which aims to provide complete solution for future advanced medical automation. "
2017/11/14,--3,CAS-BORNS Medical Robotics,CAS-BORNS Medical Robotics,"BORNS Medical Robotics Inc is a startup spun out of Chinese Academy of Science (CAS), mainly focusing on assistive robotics for medical applications.  BORNS is currently developing a suite of next generation surgical robotic technologies applicable to a broad range of out-patient surgeries, which aims to provide complete solution for future advanced medical automation. "
2011/10/05,cashon-line.com,CASH,CASH,CASH Dynamic Opportunities Investment Limited is a financial investment making use of quantitative and technological methods
2012/02/29,cashon-line.com,CASH,CASH,CASH Dynamic Opportunities Investment Limited is a financial investment making use of quantitative and technological methods
2012/06/26,cashon-line.com,CASH,CASH,CASH Dynamic Opportunities Investment Limited is a financial investment making use of quantitative and technological methods
2013/05/09,cashon-line.com,CASH,CASH,CASH Dynamic Opportunities Investment Limited is a financial investment making use of quantitative and technological methods
2014/07/17,cashon-line.com,CASH,CASH,CASH Dynamic Opportunities Investment Limited is a financial investment making use of quantitative and technological methods
2015/02/17,cashon-line.com,CASH,CASH,CASH Dynamic Opportunities Investment Limited is a financial investment making use of quantitative and technological methods
2019/07/16,cerebras.net,Cerebras,Cerebras,"Cerebras Systems is developing a new chip and system to dramatically accelerate deep learning applications.  Our system runs training and inference workloads orders of magnitude faster than contemporary machines, fundamentally changing the way ML researchers work and pursue AI innovation. We are innovating at every level of the stack – from chip, to microcode, to power delivery, to new algorithms and network at the cutting edge of ML research. Cerebras is building a team of exceptional people to work together on big problems.  Join us! "
2019/11/12,cerebras.net,Cerebras,Cerebras,"Cerebras Systems is developing a new chip and system to dramatically accelerate deep learning applications.  Our system runs training and inference workloads orders of magnitude faster than contemporary machines, fundamentally changing the way ML researchers work and pursue AI innovation. We are innovating at every level of the stack – from chip, to microcode, to power delivery, to new algorithms and network at the cutting edge of ML research. Cerebras is building a team of exceptional people to work together on big problems.  Join us! "
2020/10/13,cerebras.net,Cerebras,Cerebras,"Cerebras Systems is developing a new chip and system to dramatically accelerate deep learning applications.  Our system runs training and inference workloads orders of magnitude faster than contemporary machines, fundamentally changing the way ML researchers work and pursue AI innovation. We are innovating at every level of the stack – from chip, to microcode, to power delivery, to new algorithms and network at the cutting edge of ML research. Cerebras is building a team of exceptional people to work together on big problems.  Join us! "
2020/10/29,cerebras.net,Cerebras,Cerebras,"Cerebras Systems is developing a new chip and system to dramatically accelerate deep learning applications.  Our system runs training and inference workloads orders of magnitude faster than contemporary machines, fundamentally changing the way ML researchers work and pursue AI innovation. We are innovating at every level of the stack – from chip, to microcode, to power delivery, to new algorithms and network at the cutting edge of ML research. Cerebras is building a team of exceptional people to work together on big problems.  Join us! "
2011/05/19,chevron.com,Chevron ,Chevron ,"Chevron is one of the world's largest integrated energy companies.  Headquartered in San Ramon, Calif. , we conduct business worldwide.  We are engaged in every aspect of the crude oil and natural gas industry, including exploration and production, manufacturing, marketing and transportation, chemicals manufacturing and sales, geothermal energy, and power generation.  We're also investing in renewables and advanced technologies. "
2011/10/05,chevron.com,Chevron ,Chevron ,"Chevron is one of the world's largest integrated energy companies.  Headquartered in San Ramon, Calif. , we conduct business worldwide.  We are engaged in every aspect of the crude oil and natural gas industry, including exploration and production, manufacturing, marketing and transportation, chemicals manufacturing and sales, geothermal energy, and power generation.  We're also investing in renewables and advanced technologies. "
2012/02/29,chevron.com,Chevron ,Chevron ,"Chevron is one of the world's largest integrated energy companies.  Headquartered in San Ramon, Calif. , we conduct business worldwide.  We are engaged in every aspect of the crude oil and natural gas industry, including exploration and production, manufacturing, marketing and transportation, chemicals manufacturing and sales, geothermal energy, and power generation.  We're also investing in renewables and advanced technologies. "
2012/06/26,chevron.com,Chevron ,Chevron ,"Chevron is one of the world's largest integrated energy companies.  Headquartered in San Ramon, Calif. , we conduct business worldwide.  We are engaged in every aspect of the crude oil and natural gas industry, including exploration and production, manufacturing, marketing and transportation, chemicals manufacturing and sales, geothermal energy, and power generation.  We're also investing in renewables and advanced technologies. "
2013/05/09,chevron.com,Chevron ,Chevron ,"Chevron is one of the world's largest integrated energy companies.  Headquartered in San Ramon, Calif. , we conduct business worldwide.  We are engaged in every aspect of the crude oil and natural gas industry, including exploration and production, manufacturing, marketing and transportation, chemicals manufacturing and sales, geothermal energy, and power generation.  We're also investing in renewables and advanced technologies. "
2014/07/17,chevron.com,Chevron ,Chevron ,"Chevron is one of the world's largest integrated energy companies.  Headquartered in San Ramon, Calif. , we conduct business worldwide.  We are engaged in every aspect of the crude oil and natural gas industry, including exploration and production, manufacturing, marketing and transportation, chemicals manufacturing and sales, geothermal energy, and power generation.  We're also investing in renewables and advanced technologies. "
